class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,egg_mass_g,incubation_d,fledging_age_d,longevity_y,adult_svl_cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus agrarius,NA,Striped Field Mouse,76.065,5.68,3.335,21.2,4,NA,NA,NA,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus alpicola,NA,Alpine Field Mouse,51.41406,5.5,2.8,29.375,4.5,NA,NA,NA,4.245833333,12.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus argenteus,NA,Small Japanese Field Mouse,61,5.16,3.8,23.4,6.325,NA,NA,NA,4.695833333,11.8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus chevrieri,NA,Chevrier's Field Mouse,76.065,5.68,3.335,21.2,4,NA,NA,NA,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus draco,NA,South China Field Mouse,71,5.18,3.8,23.4,6.325,NA,NA,NA,4.4,11.8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus epimelas,NA,Western Broad-toothed Field Mouse,NA,3.36,2,42.3,NA,NA,NA,NA,NA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis,NA,Yellow-necked Field Mouse,51.41406,5.5,2.8,29.375,4.5,NA,NA,NA,4.245833333,12.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus gurkha,NA,Nepalese Field Mouse,51.41406,5.5,2.8,29.375,4.5,NA,NA,NA,4.245833333,12.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus latronum,NA,Large-eared Field Mouse,51.41406,5.22,2.8,29.4,5.3,NA,NA,NA,4.491666667,12.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus mystacinus,NA,Eastern Broad-toothed Field Mouse,NA,3.36,2,42.3,NA,NA,NA,NA,NA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus pallipes,NA,Himalayan Field Mouse,71,5.2,3.8,23.39,6.325,NA,NA,NA,4.4,11.8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus peninsulae,NA,Korean Field Mouse,51.41406,4.7,2.8,29.4,5.3,NA,NA,NA,4.4,12.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus ponticus,NA,Caucasus Field Mouse,51.41406,5.5,2.8,29.375,4.5,NA,NA,NA,4.245833333,12.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus rusiges,NA,Kashmir Field Mouse,52,5.19,3.375,24.8,6.325,NA,NA,NA,4.4,10.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus semotus,NA,Taiwan Field Mouse,71,5.17,3.8,23.6,6.325,NA,NA,NA,4.4,9.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus speciosus,NA,Large Japanese Field Mouse,NA,4.47,NA,43.75,5.3,NA,NA,NA,5.3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,NA,Long-tailed Field Mouse,71,5.18,3.8,23.4,6.325,NA,NA,NA,4.4,11.8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus uralensis,NA,Herb Field Mouse,71,5.2,3.8,23.39,6.325,NA,NA,NA,4.4,11.8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus witherbyi,NA,Steppe Field Mouse,NA,NA,NA,20.63,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys abrae,NA,Luzon Cordillera Apomys,NA,NA,NA,34.88,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys datae,NA,Northern Luzon Apomys,NA,NA,NA,34.88,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys hylocetes,NA,Mindanao Mossy Forest Apomys,NA,NA,NA,34.88,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys insignis,NA,Mindanao Montane Forest Apomys,NA,NA,NA,34.88,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys littoralis,NA,Mindanao Lowland Apomys,NA,NA,NA,30.95,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys microdon,NA,Small Luzon Apomys,NA,NA,NA,34.98,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys musculus,NA,Least Philippine Apomys,NA,NA,NA,21.2,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Apomys,Apomys sacobianus,NA,Long-nosed Luzon Apomys,NA,NA,NA,34.88,NA,NA,NA,NA,NA,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Archboldomys,Archboldomys luzonensis,NA,Isarog Shrew Mouse,NA,NA,NA,35.34,NA,NA,NA,NA,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis abyssinicus,NA,Ethiopian Arvicanthis,NA,NA,NA,73.34,2.325,NA,NA,NA,2.325,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis ansorgei,NA,Sudanian Arvicanthis,51.89,5,3.5,95.8,6.7,NA,NA,NA,6.675,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis blicki,NA,Blick's Arvicanthis,NA,NA,NA,100.67,2.325,NA,NA,NA,2.325,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis nairobae,NA,East African Arvicanthis,NA,NA,NA,73.34,3.158333333,NA,NA,NA,2.741666667,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni,NA,Neumann's Arvicanthis,NA,NA,NA,73.34,2.325,NA,NA,NA,2.325,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,NA,African Arvicanthis,51.89,5,3.5,95.8,6.7,NA,NA,NA,6.675,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis rufinus,NA,Guinean Arvicanthis,55.39352,4.86,3.5,89.84,6.7,NA,NA,NA,6.65,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bandicota,Bandicota bengalensis,NA,Lesser Bandicoot Rat,71.3268,7.625,5.9,196.83,NA,NA,NA,NA,NA,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bandicota,Bandicota indica,NA,Greater Bandicoot Rat,115.77776,6.12,4.015,200,4.2,NA,NA,NA,4.2,28.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bandicota,Bandicota savilei,NA,Savile's Bandicoot Rat,NA,NA,NA,260.63,NA,NA,NA,NA,NA,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Batomys,Batomys dentatus,NA,Large-toothed Batomys,NA,NA,NA,213.39,NA,NA,NA,NA,NA,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Batomys,Batomys granti,NA,Luzon Batomys,NA,NA,NA,169.53,NA,NA,NA,NA,NA,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Batomys,Batomys salomonseni,NA,Mindanao Batomys,NA,NA,NA,185.76,NA,NA,NA,NA,NA,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Berylmys,Berylmys berdmorei,NA,Berdmore's Berylmys,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Berylmys,Berylmys bowersi,NA,Bower's Berylmys,NA,3.88,NA,358.68,2.908333333,NA,NA,NA,2.9,27.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Berylmys,Berylmys mackenziei,NA,Mackenzie's Berylmys,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Berylmys,Berylmys manipulus,NA,Manipur Berylmys,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Brachiones,Brachiones przewalskii,NA,Przewalski's Jird,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bullimus,Bullimus bagobus,NA,Mindanao Bullimus,NA,NA,NA,324.455,NA,NA,NA,NA,NA,29.7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bullimus,Bullimus luzonicus,NA,Luzon Bullimus,NA,NA,NA,388.57,NA,NA,NA,NA,NA,23.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bunomys,Bunomys andrewsi,NA,Andrew's Bunomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bunomys,Bunomys chrysocomus,NA,Common Bunomys,NA,NA,NA,111.29,NA,NA,NA,NA,NA,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bunomys,Bunomys coelestis,NA,Lampobatang Bunomys,NA,NA,NA,111.29,NA,NA,NA,NA,NA,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bunomys,Bunomys fratrorum,NA,Northeastern Peninsula Bunomys,NA,NA,NA,130.31,NA,NA,NA,NA,NA,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Bunomys,Bunomys penitus,NA,Montane Bunomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Carpomys,Carpomys melanurus,NA,Large Luzon Carpomys,NA,NA,NA,229.57,NA,NA,NA,NA,NA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Carpomys,Carpomys phaeurus,NA,Small Luzon Carpomys,NA,NA,NA,183.3,NA,NA,NA,NA,NA,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiromyscus,Chiromyscus chiropus,NA,Indochinese Chiromyscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys calamianensis,NA,Palawan Pencil-tailed Tree Mouse,NA,NA,NA,28.9,NA,NA,NA,NA,NA,10.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys gliroides,NA,Indomalayan Pencil-tailed Tree Mouse,101.17594,2.17,NA,25.5,3.6,NA,NA,NA,3.583333333,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys karlkoopmani,NA,Koopman's Pencil-tailed Tree Mouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys major,NA,Greater Pencil-tailed Tree Mouse,NA,NA,NA,28.9,NA,NA,NA,NA,NA,10.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys muroides,NA,Gray-bellied Pencil-tailed Tree Mouse,NA,NA,NA,28.9,NA,NA,NA,NA,NA,10.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys pusillus,NA,Lesser Pencil-tailed Tree Mouse,101.17594,2.17,NA,27.2,3.6,NA,NA,NA,3.583333333,10.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiruromys,Chiruromys forbesi,NA,Forbes's Chiruromys,NA,2.68,NA,105.15,NA,NA,NA,NA,NA,15.9615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiruromys,Chiruromys lamia,NA,Broad-headed Chiruromys,NA,2.15,NA,47.2,NA,NA,NA,NA,NA,14.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chiruromys,Chiruromys vates,NA,Lesser Chiruromys,NA,1.035,NA,44.43,NA,NA,NA,NA,NA,14.2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chrotomys,Chrotomys gonzalesi,NA,Isarog Chrotomys,NA,NA,NA,140.2,NA,NA,NA,NA,NA,17.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chrotomys,Chrotomys mindorensis,NA,Lowland Chrotomys,NA,NA,NA,151.98,NA,NA,NA,NA,NA,18.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chrotomys,Chrotomys silaceus,NA,Blazed Luzon Chrotomys,NA,NA,NA,213.39,NA,NA,NA,NA,NA,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Chrotomys,Chrotomys whiteheadi,NA,Montane Chrotomys,NA,NA,NA,151.98,NA,NA,NA,NA,NA,18.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Coccymys,Coccymys albidens,NA,White-toothed Coccymys,NA,NA,NA,46.44,NA,NA,NA,NA,NA,14.7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Coccymys,Coccymys ruemmleri,NA,Ruemmler's Coccymys,NA,NA,NA,29.7,NA,NA,NA,NA,NA,14.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Colomys,Colomys goslingi,NA,African Wading Rat,NA,1.985,NA,60.5,3,NA,NA,NA,3,13.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Conilurus,Conilurus albipes,NA,White-footed Conilurus,NA,NA,NA,200,NA,NA,NA,NA,NA,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Conilurus,Conilurus penicillatus,NA,Brush-tailed Conilurus,NA,2,NA,159.51,5,NA,NA,NA,4.5,19.4585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crateromys,Crateromys australis,NA,Dinagat Crateromys,NA,NA,NA,517.32,NA,NA,NA,NA,NA,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crateromys,Crateromys heaneyi,NA,Panay Crateromys,NA,NA,NA,NA,8.816666667,NA,NA,NA,8.808333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crateromys,Crateromys paulus,NA,Ilin Crateromys,NA,NA,NA,451.51,NA,NA,NA,NA,NA,25.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crateromys,Crateromys schadenbergi,NA,Luzon Crateromys,NA,NA,NA,1363.72,4.241666667,NA,NA,NA,4.241666667,38.2365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Cremnomys,Cremnomys cutchicus,NA,Cutch Cremnomys,NA,4.95,NA,59.8,NA,NA,NA,NA,NA,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Cremnomys,Cremnomys elvira,NA,Elvira Cremnomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crossomys,Crossomys moncktoni,NA,Earless New Guinea Water Rat,NA,1.07,NA,168.42,NA,NA,NA,NA,NA,19.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crunomys,Crunomys celebensis,NA,Sulawesi Shrew Mouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crunomys,Crunomys fallax,NA,Luzon Shrew Mouse,NA,NA,NA,35.72,NA,NA,NA,NA,NA,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Crunomys,Crunomys melanius,NA,Mindanao Shrew Mouse,NA,NA,NA,30.58,NA,NA,NA,NA,NA,9.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dacnomys,Dacnomys millardi,NA,Millard's Dacnomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dasymys,Dasymys alleni,NA,Glover Allen's Dasymys,71.81512,2.585,NA,116.965,1,NA,NA,NA,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dasymys,Dasymys foxi,NA,Fox's Dasymys,71.81512,2.585,NA,116.965,1,NA,NA,NA,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dasymys,Dasymys incomtus,NA,Common Dasymys,71.81512,2.585,NA,116.965,1,NA,NA,NA,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dasymys,Dasymys montanus,NA,Ruwenzori Dasymys,71.81512,2.585,NA,116.965,1,NA,NA,NA,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dasymys,Dasymys nudipes,NA,Angolan Dasymys,71.81512,2.585,NA,116.965,1,NA,NA,NA,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dasymys,Dasymys rufulus,NA,West African Dasymys,71.81512,2.585,NA,116.965,1,NA,NA,NA,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Deomys,Deomys ferrugineus,NA,Congo Forest Rat,NA,1.7,NA,57.6,NA,NA,NA,NA,NA,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dephomys,Dephomys defua,NA,Defua Dephomys,NA,2.75,NA,44.025,NA,NA,NA,NA,NA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dephomys,Dephomys eburneae,NA,Ivory Coast Dephomys,NA,NA,NA,52.5,NA,NA,NA,NA,NA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Desmodilliscus,Desmodilliscus braueri,NA,Pouched Gerbil,NA,2.565,NA,10,NA,NA,NA,NA,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Desmodillus,Desmodillus auricularis,NA,Cape Short-tailed Gerbil,NA,3.29,NA,54.81,6.1,NA,NA,NA,6.0875,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Desmomys,Desmomys harringtoni,NA,Harrington's Desmomys,NA,NA,NA,89.99,NA,NA,NA,NA,NA,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Diomys,Diomys crumpi,NA,Crump's Diomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Diplothrix,Diplothrix legata,NA,Ryukyu Islands Tree Rat,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus bottai,NA,Botta's Dipodil,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus campestris,NA,North African Dipodil,NA,4.34,NA,27.99,7.316666667,NA,NA,NA,7.308333333,11.0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus dasyurus,NA,Wagner's Dipodil,NA,4.14,NA,27.5,1.75,NA,NA,NA,1.75,10.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus harwoodi,NA,Harwood's Dipodil,NA,NA,NA,NA,2.408333333,NA,NA,NA,2.408333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus jamesi,NA,James's Dipodil,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus mackilligini,NA,Mackilligin's Dipodil,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus maghrebi,NA,Maghreb Dipodil,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus simoni,NA,Simon's Dipodil,95.07708,4.68,3.13,24.4,2,NA,NA,NA,1.875,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus somalicus,NA,Somalian Dipodil,NA,NA,NA,28.4,7.316666667,NA,NA,NA,7.308333333,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus stigmonyx,NA,Khartoum Dipodil,NA,NA,NA,28.4,7.316666667,NA,NA,NA,7.308333333,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus zakariai,NA,Kerkennah Islands Dipodil,93.13416,4.68,NA,NA,2,NA,NA,NA,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Echiothrix,Echiothrix centrosa,NA,Central Sulawesi Echiothrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Echiothrix,Echiothrix leucura,NA,Northern Sulawesi Echiothrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Eropeplus,Eropeplus canus,NA,Sulawesi Soft-furred Rat,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus afra,NA,Cape Gerbil,152,3.92,6.5,83.465,5.7,NA,NA,NA,5.679166667,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus boehmi,NA,Boehm's Gerbil,NA,4.06,NA,NA,NA,NA,NA,NA,NA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus brantsii,NA,Highveld Gerbil,136.309,2.785,4,82.205,0.75,NA,NA,NA,0.75,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus guineae,NA,Guinean Gerbil,NA,NA,NA,102.5,NA,NA,NA,NA,NA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus inclusus,NA,Gorongoza Gerbil,102.6662,NA,2.72,124.75,NA,NA,NA,NA,NA,18.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus kempi,NA,Northern Savanna Gerbil,98.9585,4.3,2,113,5,NA,NA,NA,4.991666667,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus leucogaster,NA,Bushveld Gerbil,NA,4.52,NA,133.8,2.908333333,NA,NA,NA,2.908333333,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
