class	order	family	genus	species	common_name	female_maturity_d	litter_or_clutch_size_n	litters_or_clutches_per_y	adult_body_mass_g	maximum_longevity_y	egg_mass_g	incubation_d	fledging_age_d	longevity_y	adult_svl_cm
Aves	Columbiformes	Columbidae	Geotrygon	carrikeri	Tuxtla Quail-Dove	NA	1	NA	268.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	chiriquensis	Chiriqui Quail-Dove	NA	2	NA	301.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	chrysia	Key West Quail-Dove	NA	2	NA	164.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	costaricensis	Buff-fronted Quail-Dove	NA	NA	NA	254	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	frenata	White-throated Quail-Dove	NA	1	NA	301	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	goldmani	Russet-crowned Quail-Dove	NA	NA	NA	258	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	lawrencii	Purplish-backed Quail-Dove	NA	1	NA	220	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	leucometopia	White-fronted Quail-Dove	NA	1.4	NA	173	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	linearis	Lined Quail-Dove	NA	2	NA	261	NA	9.7	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	montana	Ruddy Quail-Dove	NA	2	2	135	NA	8.7	10.5	10	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	mystacea	Bridled Quail-Dove	NA	1.4	NA	204	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	purpurata	Indigo-crowned Quail-Dove	NA	NA	NA	203	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	saphirina	Sapphire Quail-Dove	NA	NA	NA	203	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	veraguensis	Olive-backed Quail-Dove	NA	2	NA	160	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	versicolor	Crested Quail-Dove	NA	2	NA	225	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Geotrygon	violacea	Violaceous Quail-Dove	NA	2	NA	96	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Goura	cristata	Western Crowned Pigeon	NA	1	NA	2000	NA	49.8	28.5	33	NA	NA
Aves	Columbiformes	Columbidae	Goura	scheepmakeri	Southern Crowned Pigeon	NA	NA	NA	2235	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Goura	victoria	Victoria Crowned Pigeon	NA	NA	NA	2192	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Gymnophaps	albertisii	Papuan Mountain Pigeon	NA	1	NA	259	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Gymnophaps	mada	Buru Mountain Pigeon	NA	NA	NA	334	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Gymnophaps	solomonensis	Pale Mountain Pigeon	NA	NA	NA	341.25	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Gymnophaps	stalkeri	Seram Mountain Pigeon	NA	NA	NA	334	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Hemiphaga	chathamensis	Chatham Pigeon	NA	1	NA	652.5	NA	26.1	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Hemiphaga	novaeseelandiae	New Zealand Pigeon	NA	1	NA	652.5	NA	26.1	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Henicophaps	albifrons	New Guinea Bronzewing	NA	NA	NA	247	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	battyi	Azuero Dove	NA	NA	NA	170	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	cassinii	Grey-chested Dove	NA	2	NA	157.25	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	jamaicensis	Caribbean Dove	NA	2	NA	164.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	megalura	Yungas Dove	NA	2	NA	218	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	ochraceiventris	Ochre-bellied Dove	NA	NA	NA	146	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	pallida	Pallid Dove	NA	1.7	NA	151.6666667	NA	7.1	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	plumbeiceps	Grey-headed Dove	NA	NA	NA	171	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	rufaxilla	Grey-fronted Dove	NA	1.7	NA	154.3333333	NA	7.1	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leptotila	verreauxi	White-tipped Dove	NA	2	1	147.5	8.6	7.3	14	16	8.6	NA
Aves	Columbiformes	Columbidae	Leptotila	wellsi	Grenada Dove	NA	NA	NA	200	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Leucosarcia	melanoleuca	Wonga Pigeon	NA	2	NA	429.075	16.3	16.5	NA	NA	16.3	NA
Aves	Columbiformes	Columbidae	Lopholaimus	antarcticus	Topknot Pigeon	NA	1	NA	497	NA	21.5	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	amboinensis	Slender-billed Cuckoo-Dove	NA	1	NA	236.75	NA	8.55	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	emiliana	Ruddy Cuckoo-Dove	NA	1	NA	236.75	NA	8.55	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	mackinlayi	MacKinlay's Cuckoo-Dove	NA	1.4	NA	91	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	nigrirostris	Bar-tailed Cuckoo-Dove	NA	1	NA	87.55	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	phasianella	Brown Cuckoo-Dove	NA	1	NA	236.75	NA	8.55	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	ruficeps	Little Cuckoo-Dove	NA	1	NA	82.775	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	rufipennis	Andaman Cuckoo-Dove	NA	1	NA	257	NA	9.6	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	tenuirostris	Philippine Cuckoo-Dove	NA	1	NA	207.25	NA	8.55	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Macropygia	unchall	Barred Cuckoo-Dove	NA	1.2	NA	168	NA	11	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Metriopelia	aymara	Golden-spotted Ground Dove	NA	NA	NA	62.95	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Metriopelia	ceciliae	Bare-faced Ground Dove	NA	NA	NA	54.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Metriopelia	melanoptera	Black-winged Ground Dove	NA	NA	NA	100	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Nesoenas	mayeri	Pink Pigeon	NA	2	NA	315	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Nesoenas	picturata	Malagasy Turtle Dove	NA	2	NA	181.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ocyphaps	lophotes	Crested Pigeon	NA	2	NA	204.5	6.166666667	9	NA	NA	6.166666667	NA
Aves	Columbiformes	Columbidae	Oena	capensis	Namaqua Dove	NA	2.005	NA	40.6	NA	2.7	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Otidiphaps	nobilis	Pheasant Pigeon	NA	1	NA	500	NA	25.8	24.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	caribaea	Ring-tailed Pigeon	NA	NA	NA	250	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	cayennensis	Pale-vented Pigeon	NA	1	NA	229.1666667	NA	14.1	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	corensis	Bare-eyed Pigeon	NA	1	NA	272.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	fasciata	Band-tailed Pigeon	492.9625	1.075	2	352.5	29.2	16.3	19	30	18.5	NA
Aves	Columbiformes	Columbidae	Patagioenas	flavirostris	Red-billed Pigeon	NA	1	2	271	NA	15.5	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	inornata	Plain Pigeon	NA	1.4	NA	365	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	leucocephala	White-crowned Pigeon	365	1.5	NA	247	14.41666667	14.3	13.5	NA	14.4	NA
Aves	Columbiformes	Columbidae	Patagioenas	maculosa	Spot-winged Pigeon	NA	1.4	NA	336.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	nigrirostris	Short-billed Pigeon	NA	1	NA	176	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	oenops	Maranon Pigeon	NA	NA	NA	265	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	picazuro	Picazuro Pigeon	NA	1	NA	292.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	plumbea	Plumbeous Pigeon	NA	1	NA	173.5	NA	142	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	speciosa	Scaled Pigeon	NA	1	NA	262	NA	16.8	NA	16.5	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	squamosa	Scaly-naped Pigeon	NA	1.4	NA	311.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Patagioenas	subvinacea	Ruddy Pigeon	NA	1	NA	170	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Petrophassa	albipennis	White-quilled Rock Pigeon	NA	1.945	NA	129.5	NA	6.9	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Petrophassa	rufipennis	Chestnut-quilled Rock Pigeon	NA	1.93	NA	158.95	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Phapitreron	amethystinus	Amethyst Brown Dove	NA	NA	NA	145	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Phapitreron	brunneiceps	Mindanao Brown Dove	NA	NA	NA	145.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Phapitreron	cinereiceps	Tawitawi Brown Dove	NA	NA	NA	145.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Phapitreron	leucotis	White-eared Brown Dove	NA	NA	NA	110.325	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Phaps	chalcoptera	Common Bronzewing	NA	1.915	NA	338.5	NA	10.8	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Phaps	elegans	Brush Bronzewing	NA	2	NA	211.175	NA	10.85	16	22	NA	NA
Aves	Columbiformes	Columbidae	Phaps	histrionica	Flock Bronzewing	NA	2	NA	290	NA	9.6	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	aurantiifrons	Orange-fronted Fruit Dove	NA	1	NA	154.25	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	bernsteinii	Scarlet-breasted Fruit Dove	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	chalcurus	Makatea Fruit Dove	NA	NA	NA	84.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	cinctus	Banded Fruit Dove	NA	1	NA	377.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	coralensis	Atoll Fruit Dove	NA	NA	NA	84.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	coronulatus	Coroneted Fruit Dove	NA	1	NA	78.3	NA	6.7	18	12	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	dupetithouarsii	White-capped Fruit Dove	NA	NA	NA	100	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	epius	Oberholser's Fruit Dove	NA	NA	NA	142	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	eugeniae	White-headed Fruit Dove	NA	NA	NA	112.875	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	fischeri	Red-eared Fruit Dove	NA	1	NA	177	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	greyi	Red-bellied Fruit Dove	NA	1	NA	83.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	huttoni	Rapa Fruit Dove	NA	NA	NA	130	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	hyogastrus	Grey-headed Fruit Dove	NA	NA	NA	143	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	insolitus	Knob-billed Fruit Dove	NA	1	NA	115	NA	7.4	19	14	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	insularis	Henderson Fruit Dove	NA	NA	NA	103.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	iozonus	Orange-bellied Fruit Dove	NA	1	NA	114	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	jambu	Jambu Fruit Dove	NA	1	NA	135	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	leclancheri	Black-chinned Fruit Dove	NA	1	NA	169.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	luteovirens	Golden Fruit Dove	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	magnificus	Wompoo Fruit Dove	NA	1	NA	190.5	NA	17.6	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	mangoliensis	Sula Fruit Dove	NA	NA	NA	142	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	marchei	Flame-breasted Fruit Dove	NA	NA	NA	326.25	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	melanospilus	Black-naped Fruit Dove	NA	1	NA	92	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	merrilli	Cream-breasted Fruit Dove	NA	NA	NA	263	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	nainus	Dwarf Fruit Dove	NA	NA	NA	47	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	occipitalis	Yellow-breasted Fruit Dove	NA	NA	NA	234.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	ornatus	Ornate Fruit Dove	NA	NA	NA	163.25	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	pelewensis	Palau Fruit Dove	NA	NA	NA	93	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	perlatus	Pink-spotted Fruit Dove	NA	1	NA	210	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	perousii	Many-colored Fruit Dove	NA	1.4	NA	93.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	porphyraceus	Crimson-crowned Fruit Dove	NA	1.4	NA	103.2	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	porphyreus	Pink-headed Fruit Dove	NA	NA	NA	168	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	pulchellus	Beautiful Fruit Dove	NA	1	NA	73	NA	5.5	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	purpuratus	Grey-green Fruit Dove	NA	NA	NA	91.625	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	regina	Rose-crowned Fruit Dove	NA	1	NA	99.275	NA	7.4	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	richardsii	Silver-capped Fruit Dove	NA	NA	NA	103.875	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	rivoli	White-bibbed Fruit Dove	NA	2	NA	149	NA	8.7	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	roseicapilla	Mariana Fruit Dove	NA	NA	NA	91.2	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	solomonensis	Yellow-bibbed Fruit Dove	NA	1	NA	109.7	NA	8.8	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	subgularis	Banggai Fruit Dove	NA	NA	NA	142	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	superbus	Superb Fruit Dove	NA	1	NA	117.75	NA	7.1	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	tannensis	Tanna Fruit Dove	NA	1	NA	209.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	victor	Orange Fruit Dove	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Ptilinopus	viridis	Claret-breasted Fruit Dove	NA	1	NA	117.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Reinwardtoena	browni	Pied Cuckoo-Dove	NA	NA	NA	303	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Reinwardtoena	crassirostris	Crested Cuckoo-Dove	NA	NA	NA	259	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Reinwardtoena	reinwardti	Great Cuckoo-Dove	NA	NA	NA	278	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Spilopelia	chinensis	Spotted Dove	NA	2	NA	159	9.8	7.3	14.5	NA	7.7	NA
Aves	Columbiformes	Columbidae	Spilopelia	senegalensis	Laughing Dove	363.468	2	5.5	101	5.75	6.6	13	15.5	5.75	NA
Aves	Columbiformes	Columbidae	Starnoenas	cyanocephala	Blue-headed Quail-Dove	NA	NA	NA	220	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	bitorquata	Island Collared Dove	NA	2	NA	155	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	capicola	Ring-necked Dove	NA	2	4.5	147.75	NA	7.15	14	16.5	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	decaocto	Eurasian Collared Dove	364.234	2	4	154.7	17.9	9.4	15	17	17.66666667	NA
Aves	Columbiformes	Columbidae	Streptopelia	decipiens	Mourning Collared Dove	NA	2	NA	147.5	NA	8.65	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	hypopyrrha	Adamawa Turtle Dove	NA	2	NA	158	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	lugens	Dusky Turtle Dove	NA	2	NA	155	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	orientalis	Oriental Turtle Dove	NA	2	2	233.75	NA	10	20	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	reichenowi	White-winged Collared Dove	NA	2	NA	119	NA	9	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	roseogrisea	African Collared Dove	NA	2	NA	153.5	12	8.24	13.5	NA	12	NA
Aves	Columbiformes	Columbidae	Streptopelia	semitorquata	Red-eyed Dove	NA	2	3	222.5	NA	9.35	14.5	16	NA	NA
Aves	Columbiformes	Columbidae	Streptopelia	tranquebarica	Red Turtle Dove	NA	2	NA	103	5.333333333	5.8	NA	NA	5.333333333	NA
Aves	Columbiformes	Columbidae	Streptopelia	turtur	European Turtle Dove	364.234	2	2.5	134.25	13.2	8.2	13.5	18	13.17	NA
Aves	Columbiformes	Columbidae	Streptopelia	vinacea	Vinaceous Dove	NA	2	NA	110	NA	5	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	affinis	Grey-fronted Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	apicauda	Pin-tailed Green Pigeon	NA	2	NA	217.5	NA	9.2	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	aromaticus	Buru Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	australis	Madagascan Green Pigeon	NA	1.75	NA	225.5	NA	14.7	13.5	12.5	NA	NA
Aves	Columbiformes	Columbidae	Treron	axillaris	Philippine Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	bicinctus	Orange-breasted Green Pigeon	NA	2	NA	174.25	NA	8	13	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	calvus	African Green Pigeon	NA	1.88	NA	198.5	NA	9	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	capellei	Large Green Pigeon	NA	2	NA	404.75	NA	15	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	chloropterus	Andaman Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	curvirostra	Thick-billed Green Pigeon	NA	NA	NA	137.25	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	floris	Flores Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	formosae	Whistling Green Pigeon	NA	2	NA	140	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	fulvicollis	Cinnamon-headed Green Pigeon	NA	2	NA	167	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	griseicauda	Grey-cheeked Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	griveaudi	Comoros Green Pigeon	NA	1.75	NA	225.5	NA	14.7	13.5	12.5	NA	NA
Aves	Columbiformes	Columbidae	Treron	olax	Little Green Pigeon	NA	NA	NA	77	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	phayrei	Ashy-headed Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	phoenicopterus	Yellow-footed Green Pigeon	NA	2	NA	236	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	pompadora	Sri Lanka Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	psittaceus	Timor Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	seimundi	Yellow-vented Green Pigeon	NA	NA	NA	158	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	sieboldii	White-bellied Green Pigeon	NA	2	NA	245	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	sphenurus	Wedge-tailed Green Pigeon	NA	1.7	2	210	NA	8.8	14	12	NA	NA
Aves	Columbiformes	Columbidae	Treron	teysmannii	Sumba Green Pigeon	NA	2	NA	234	NA	6.9	13.5	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	vernans	Pink-necked Green Pigeon	NA	NA	NA	132.75	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Treron	waalia	Bruce's Green Pigeon	NA	1.45	NA	261.25	NA	7.9	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Trugon	terrestris	Thick-billed Ground Pigeon	NA	1	NA	400	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Turacoena	manadensis	White-faced Dove	NA	NA	NA	212.5	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Turtur	abyssinicus	Black-billed Wood Dove	NA	2	NA	62.85	NA	3.2	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Turtur	afer	Blue-spotted Wood Dove	NA	2	NA	64.3	NA	4	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Turtur	brehmeri	Blue-headed Wood Dove	NA	1.45	NA	119.25	NA	6.6	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Turtur	chalcospilos	Emerald-spotted Wood Dove	NA	2	NA	59.675	NA	3.675	17	16	NA	NA
Aves	Columbiformes	Columbidae	Turtur	tympanistria	Tambourine Dove	NA	2	NA	69.15	NA	4.1	NA	13.5	NA	NA
Aves	Columbiformes	Columbidae	Uropelia	campestris	Long-tailed Ground Dove	NA	NA	NA	35.2	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Zenaida	asiatica	White-winged Dove	365	2	2	153	25	7.8	13.25	15	21.8	NA
Aves	Columbiformes	Columbidae	Zenaida	auriculata	Eared Dove	NA	2	NA	110.75	NA	7.5	14	NA	NA	NA
Aves	Columbiformes	Columbidae	Zenaida	aurita	Zenaida Dove	NA	2	NA	159	6.333333333	9.1	NA	NA	6.333333333	NA
Aves	Columbiformes	Columbidae	Zenaida	galapagoensis	Galapagos Dove	NA	2	NA	113.075	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Zenaida	graysoni	Socorro Dove	NA	NA	NA	191	NA	NA	NA	NA	NA	NA
Aves	Columbiformes	Columbidae	Zenaida	macroura	Mourning Dove	136.3125	2	4	119	31.33333333	6.455	14.4	14	19.33333333	NA
Aves	Columbiformes	Columbidae	Zenaida	meloda	West Peruvian Dove	365	2	2	153	25	7.8	13.25	15	21.8	NA
Aves	Coraciiformes	Alcedinidae	Actenoides	bougainvillei	Moustached Kingfisher	NA	NA	NA	188	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Actenoides	concretus	Rufous-collared Kingfisher	NA	NA	NA	73.95	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Actenoides	hombroni	Hombron's Kingfisher	NA	NA	NA	126.5	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Actenoides	lindsayi	Spotted Wood Kingfisher	NA	NA	NA	93.5	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Alcedo	atthis	Common Kingfisher	365	6.5	1.5	31.4	21	4.3	20	25	21	NA
Aves	Coraciiformes	Alcedinidae	Alcedo	euryzona	Blue-banded Kingfisher	NA	NA	NA	42.9	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Alcedo	meninting	Blue-eared Kingfisher	NA	NA	NA	19.55	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Alcedo	quadribrachys	Shining-blue Kingfisher	NA	5.5	NA	34.9	NA	4.4	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Alcedo	semitorquata	Half-collared Kingfisher	NA	3.5	NA	40	NA	4.8	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Alcedo	vintsioides	NA	NA	NA	NA	19.75	NA	NA	NA	NA	NA	NA
Aves	Coraciiformes	Alcedinidae	Ceryle	alcyon	NA	365.25	6.5	1	152.1666667	NA	13.5	23.25	28	NA	NA
