baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc02g077700.1	62.8295002614	-1.6797050506729	0.47585236043174	-3.5298869782823	0.000415737224267053	0.0361047369773947
Solyc02g077710.1	1985.3337880196	-1.59248247082529	0.377356283896967	-4.22010322547086	2.44190481013097e-05	0.00364631009707518
Solyc02g077720.4	35.5271838065061	0.418436532527242	0.502090787252401	0.83338819024555	0.404625833004246	0.967937661435221
Solyc02g077730.3	429.174846446646	0.244598009529367	0.213498467844333	1.14566634598853	0.251933233876017	0.921611262075252
Solyc02g077740.3	1397.03685676631	-0.070764359619249	0.194915622522183	-0.363051245988225	0.716566603386297	0.999076998952386
Solyc02g077760.2	1235.10554851783	0.284472768529338	0.445479760034174	0.638576191446982	0.523098673809411	0.982165552990997
Solyc02g077770.3	145.717245589943	-0.418746122522476	0.332304554605412	-1.26012754480512	0.207623355129919	0.889375202619926
Solyc02g077780.3	1254.70059132581	0.260153039199291	0.217325951394145	1.19706384594389	0.231281670401763	0.908768180260735
Solyc02g077790.1	2.70797038305028	0.202771869295444	1.91080999681289	0.106118279490716	0.915488508099334	0.999076998952386
Solyc02g077800.2	0.581165790664702	0.780041293328517	4.35017306740306	0.179312703481515	0.857692172576657	NA
Solyc02g077810.1	0	NA	NA	NA	NA	NA
Solyc02g077820.1	0.0591681054917632	0	4.85677794710338	0	1	NA
Solyc02g077830.1	1.12835894754186	0.636298086960078	2.51105086214165	0.25339912327279	0.799959805081851	NA
Solyc02g077840.2	197.087745467973	-0.171704255617451	0.305009773878607	-0.56294673260467	0.573471156574177	0.989802221484041
Solyc02g077850.3	960.101829071687	0.0964441379851575	0.213324191595285	0.452101270202535	0.651196028668956	0.997075158114377
Solyc02g077860.1	0	NA	NA	NA	NA	NA
Solyc02g077870.1	105.657626618822	0.554520362899378	0.491633326844514	1.12791450990212	0.259356025370382	0.922958319848728
Solyc02g077880.3	29962.157664418	-0.849006454703453	0.39462797276009	-2.1514097157517	0.0314438750003548	0.473583401125511
Solyc02g077890.4	128.945080770624	0.0280549717891721	0.324345545589985	0.0864971699800597	0.931071205670714	0.999076998952386
Solyc02g077900.4	753.010965001057	-0.212908205235085	0.137199088165523	-1.5518193894862	0.120705445177202	0.786732842546043
Solyc02g077910.4	124.068822205066	0.448849126993267	0.218685651803091	2.05248548906821	0.0401225038660754	0.538658063653309
Solyc02g077920.4	331.142527681383	0.596446154997808	0.333442082983246	1.78875488559066	0.0736542994346732	0.671996781813621
Solyc02g161260.1	0.17020292772149	0	4.85677794710338	0	1	NA
Solyc02g077940.1	89.5213420801668	-0.0110125667848543	0.254830274002503	-0.0432153001756224	0.965529908706281	0.999076998952386
Solyc02g077950.3	192.472445781671	0.0665115561034625	0.444568962969783	0.149609085751637	0.881073039476401	0.999076998952386
Solyc02g077960.4	203.396581117021	0.0991103715134061	0.351871907906582	0.281666053147155	0.778199586633383	0.999076998952386
Solyc02g077970.5	20.0712740266339	2.21912801873839	0.986253691577958	2.25005801011289	0.02444526310883	0.416855099009101
Solyc02g077980.3	5.75659220166765	-2.45275376174819	0.936935499084551	-2.61784697467936	0.0088486476715013	0.244924092926908
Solyc02g077990.3	469.384069346869	-0.0374969376029645	0.25248166891619	-0.14851350501573	0.881937528681051	0.999076998952386
Solyc02g078010.5	108.24641560534	-0.0281237754576962	0.344338965626058	-0.0816746818256921	0.934905412055	0.999076998952386
Solyc02g078000.2	0	NA	NA	NA	NA	NA
Solyc02g078020.3	757.535646571648	-0.440675012772039	0.200562154166468	-2.19719924032266	0.0280062198415945	0.448593628613035
Solyc02g078030.3	1443.06906916943	-0.298198293803799	0.30704429423266	-0.97118982311341	0.331453760733969	0.954139994046199
Solyc02g078040.3	484.69891022016	0.415086338336131	0.320282690820171	1.29599990955861	0.194975516049611	0.876504730875103
Solyc02g078050.5	0.176227472625142	0	4.85677794710338	0	1	NA
Solyc02g078060.1	0	NA	NA	NA	NA	NA
Solyc02g078080.1	0	NA	NA	NA	NA	NA
Solyc02g078090.1	0	NA	NA	NA	NA	NA
Solyc02g078100.3	1203.64662408095	0.47409068614212	0.731644075453113	0.647979942772736	0.516997923052402	0.980473083181848
Solyc02g078120.2	2961.05599870286	0.0641136043399864	0.121812749791041	0.526329176953706	0.598659514197199	0.990558678387614
Solyc02g078130.3	62.8595626366855	-0.43431351634504	0.689919916223784	-0.62951294220091	0.529013298450002	0.98301601048539
Solyc02g078140.3	2798.47373138377	0.00901577963816354	0.175239752574503	0.0514482559220145	0.958968332995024	0.999076998952386
Solyc02g078150.5	24.7289526801828	0.0789629413633586	1.14971724565376	0.0686803139309774	0.945244088403782	0.999076998952386
Solyc02g078160.3	64.7658490478851	0.684271838991945	0.533440133201036	1.28275282717445	0.199578685662299	0.878042189548937
Solyc02g078170.4	194.033478767202	-0.0683472054145307	0.265166081127595	-0.25775244376615	0.796597968909924	0.999076998952386
Solyc02g078180.3	345.617778494527	-0.0535333421568455	0.203832575948953	-0.262633889149555	0.792832776966592	0.999076998952386
Solyc02g078190.3	0.466066316240672	2.70755154998232	4.66428042112888	0.580486442821339	0.561586626555102	NA
Solyc02g078200.4	647.524454988957	0.0380725870795627	0.155149156329264	0.245393452212936	0.806151798429	0.999076998952386
Solyc02g078210.3	11943.4693046829	-0.204931531854232	0.290414429310911	-0.70565203092866	0.480404558771514	0.976653193216645
Solyc02g078220.1	366.545076169037	-0.292632910433048	0.333978390454355	-0.876203128097422	0.380919616295515	0.965312101298947
Solyc02g078230.2	481.940447618815	-0.140812230103177	0.377260801880516	-0.373249034623466	0.708963104394942	0.998407701612645
Solyc02g078240.4	12.5162980080155	-1.16310878804026	0.616049919540025	-1.88801061593953	0.0590245252888095	0.623977480428556
Solyc02g078250.4	151.601767959959	0.128255164412815	0.728702423520416	0.176004855031502	0.860290128228131	0.999076998952386
Solyc02g078260.3	2192.26007107725	-0.0847336130025513	0.272823223068718	-0.310580646506066	0.756119441909555	0.999076998952386
Solyc02g078270.3	401.089054907869	-0.0166376146618267	0.131779969968545	-0.126252985683621	0.899531670367504	0.999076998952386
Solyc02g078280.3	14.5135544914146	0.217926914622535	0.696917111236787	0.312701340100245	0.754507577340931	0.999076998952386
Solyc02g078285.1	727.846711787534	0.221489662676914	0.292317630424537	0.757702032392783	0.448629382041599	0.976330482795946
Solyc02g078290.4	6.18580181754631	0.590168945317556	1.00530215901607	0.587056279571885	0.557165909355853	0.988490266600906
Solyc02g078300.3	299.791395986963	0.0979488443251995	0.18995923922561	0.51563085177904	0.606112258211302	0.990604486885805
Solyc02g078320.3	637.006498174001	-0.0811292021018899	0.221644082419184	-0.366033693371766	0.71433993392715	0.999076998952386
Solyc02g078330.3	97.9400057726706	0.0539746174643706	0.274516677436278	0.196616897626919	0.844127346332492	0.999076998952386
Solyc02g078340.4	3.40968786902667	2.43364921456176	1.81494896750502	1.34089126368509	0.179955759091793	0.864027694492158
Solyc02g078350.3	42.0148840955153	-0.0156743723552434	0.313373988112102	-0.0500181028095934	0.960107962421164	0.999076998952386
Solyc02g078360.4	546.631271668734	-0.188840397399816	0.249882755147932	-0.755716004844038	0.449819486096847	0.976330482795946
Solyc02g078370.1	0.949424973801286	-0.99842961031372	2.53583809926827	-0.393727663687134	0.693782115051281	NA
Solyc02g078380.3	288.601154289634	-1.33673212403366	0.335165326826996	-3.98827688021456	6.65549582974835e-05	0.0086319879341599
Solyc02g078390.3	186.395678652405	-0.499684191249849	0.325382499437116	-1.53568244178547	0.124616283440871	0.795241979921918
Solyc02g078400.3	371.939672341266	0.128147890074848	0.368013242859411	0.348215431268605	0.727678399662268	0.999076998952386
Solyc02g078410.1	451.981544960827	-0.143418550195059	0.197764243342678	-0.72519960014485	0.468329588128145	0.976653193216645
Solyc02g078430.3	0.58619553432082	0	4.63965378342221	0	1	NA
Solyc02g078440.3	394.939018830172	0.0334675213765297	0.179469536117564	0.186480235590548	0.852068176720531	0.999076998952386
Solyc02g078450.3	39.661716707583	1.09319065614714	0.625140867657828	1.74871091093904	0.0803410030504423	0.695082035881767
Solyc02g078460.3	1135.01064252783	0.0943021715541927	0.190409719784199	0.495259231834751	0.620417144553539	0.993196000957492
Solyc02g078470.4	344.467445492018	-0.152979385955988	0.221481044959419	-0.690710963477789	0.489747198185005	0.977211747696116
Solyc02g078480.3	388.499022157327	0.497720705574435	0.348098759867116	1.42982613831901	0.152766925161623	0.833869490433476
Solyc02g078490.3	183.611583365389	0.0394843355878259	0.406551839386828	0.0971200515225248	0.922631057322271	0.999076998952386
Solyc02g078500.2	145.763959724481	-0.130258927431238	0.805369500704445	-0.161738093281783	0.871512105360621	0.999076998952386
Solyc02g078510.4	19.9225062971282	-0.586856179829959	0.801657550850585	-0.732053455003681	0.464135941518752	0.976609225535318
Solyc02g078520.4	2350.126686328	-0.0838457337375644	0.143396348877282	-0.584713170133217	0.558740596964561	0.988541486363799
Solyc02g078530.3	1147.25602792072	0.178599711898918	0.212785327032365	0.839342234682152	0.401277289270207	0.967355619668192
Solyc02g078540.4	3648.94777055489	-0.121672793191894	0.158042119223341	-0.769875738124906	0.441373607052406	0.975385872995909
Solyc02g078550.3	1303.90391761132	-0.452508244698733	0.246020981997596	-1.83930752988847	0.0658699661524722	0.648893499028933
Solyc02g078560.4	1477.96639996745	-0.424702357178927	0.230268400732876	-1.8443796709719	0.0651278278631934	0.645446986556057
Solyc02g078570.3	3186.34236408527	0.0303933025646422	0.292690349988246	0.103841150095529	0.917295409917441	0.999076998952386
Solyc02g078580.1	881.927917123132	-0.0948423517240477	0.160551918729063	-0.590726990214906	0.554703360630461	0.988490266600906
Solyc02g078590.1	119.991589070943	-1.08384758329016	0.390448575512028	-2.77590354086659	0.00550485377290401	0.189308584975155
Solyc02g078600.3	241.426498248779	0.0483874541647718	0.279886378130807	0.172882490701843	0.862743794807439	0.999076998952386
Solyc02g078610.4	2280.37359705587	-0.101292718054096	0.122043839723077	-0.829969937720198	0.406555780749423	0.968567030587427
Solyc02g078620.1	14.8107358768787	1.41534420129221	1.12849363390139	1.25418891057376	0.209773349610871	0.891022970188883
Solyc02g078630.2	506.918105163309	0.145555735031912	0.264454311127363	0.550400310781135	0.582044835562803	0.990178563446412
Solyc02g078640.3	1905.65897372944	-0.112642898665375	0.220202223125047	-0.511542967490421	0.608970909468555	0.991175301358775
Solyc02g078645.1	0	NA	NA	NA	NA	NA
Solyc02g078650.4	2091.60941430974	-0.0143561282274195	0.485634967327785	-0.0295615620646395	0.976416720934803	0.99911743370685
Solyc02g078660.4	110.90483304865	0.67240538594026	0.554255123157567	1.21316945544787	0.225065039573415	0.902067953474492
Solyc02g078670.3	3173.97915747448	-0.144913188197966	0.431380508815028	-0.335928919449866	0.736924468470034	0.999076998952386
Solyc02g078680.1	2.12783883689722	-1.14353825265783	3.36152354927403	-0.340184513330211	0.733717580035837	NA
Solyc02g078690.2	46.7465226764965	-0.516103101200503	0.422070927137288	-1.22278761226458	0.221409925497424	0.899027802875447
Solyc02g078700.3	11.7451096000368	-0.710381441631085	0.873435306134802	-0.813318899111971	0.416035244157559	0.971324286938107
Solyc02g078710.1	135.795581959218	0.728858852784074	0.611736535310241	1.19145875832712	0.233473537780279	0.909059712791001
Solyc02g078720.4	59.9878191899337	0.392214201923794	0.32070122291441	1.22298941787469	0.221333693186866	0.899027802875447
Solyc02g078750.3	83.7386813752104	-0.012366409091231	0.307334337733399	-0.0402376421145574	0.967903667850507	0.99911743370685
Solyc02g078760.1	101.112481531677	0.354576761652125	0.364004795046268	0.974099150553924	0.330007311261676	0.953191135620548
Solyc02g078770.1	0	NA	NA	NA	NA	NA
Solyc02g078780.3	619.36800115852	-0.0125628939845919	0.263411077145426	-0.0476931119250392	0.961960823745204	0.999076998952386
Solyc02g078790.4	1160.09716472312	-0.166228772556131	0.155157835405939	-1.07135274297445	0.284010852861312	0.936441411541257
Solyc02g078800.4	534.468937050002	-0.0841132456448025	0.266443537223016	-0.315688819182726	0.752238714048805	0.999076998952386
Solyc02g078810.4	41.3569441261765	0.734232631273774	0.539580314168078	1.36074762550559	0.173593458374385	0.856603130688235
Solyc02g078820.3	771.652197087751	0.331989988974287	0.198831727328953	1.66970328847484	0.0949780828063538	0.728919798702891
Solyc02g078830.5	569.045465117608	0.0423484763612665	0.252559416719419	0.167677281296201	0.866837170016664	0.999076998952386
Solyc02g078850.1	3.6968155840053	0.189813403885547	1.21791567342596	0.155851023208864	0.876150451266161	0.999076998952386
Solyc02g078860.3	520.945840392596	-0.070126861947161	0.39430464749425	-0.177849443045643	0.858841216335318	0.999076998952386
Solyc02g078870.1	445.511998947532	1.96662493114786	0.681704906335627	2.88486251583412	0.00391584629318537	0.15730612976359
Solyc02g078880.4	1118.26818549773	0.0192575748935465	0.162992749960006	0.118149886410725	0.90594889658932	0.999076998952386
Solyc02g078890.1	591.332602509687	1.10696886323247	0.630113333748561	1.75677739851509	0.0789557589469016	0.68898244815144
Solyc02g078900.3	1596.18888304107	0.255592203030523	0.237464984982803	1.07633638302098	0.281776842608296	0.93625496584706
Solyc02g078910.3	144.413005478153	0.282292613396246	0.410643447570931	0.687439712154387	0.49180567969932	0.977211747696116
Solyc02g078920.4	283.502367279303	-0.0800024724151187	0.259677323746305	-0.308084168694215	0.758018287289226	0.999076998952386
Solyc02g078930.3	31.4600565238209	1.34830171764633	1.95543152717011	0.689516200854949	0.490498481657595	0.977211747696116
Solyc02g078940.3	2090.82446126645	0.0233474045377894	0.170932973612668	0.136588067500039	0.891356408853198	0.999076998952386
Solyc02g078950.4	642.870928765517	-0.0229615029023229	0.40949631814735	-0.0560725503130422	0.955284011200941	0.999076998952386
Solyc02g078960.4	918.85492971171	0.320637950573989	0.21094495045925	1.52000770758402	0.128509038507727	0.798687025398457
Solyc02g078970.4	2682.17924739935	-0.108072677818911	0.239615538818971	-0.451025331460492	0.651971291965818	0.997075158114377
Solyc02g078980.3	341.346776692422	0.167009766250794	0.123330809366501	1.35416095222803	0.17568503365488	0.858431679955587
Solyc02g078990.4	749.836409003675	0.195735455490082	0.193904733934605	1.00944134533659	0.312763018228861	0.94802970131079
Solyc02g079000.5	370.554668023336	0.0658268273827089	0.196871139414711	0.334365044964992	0.738104113054285	0.999076998952386
Solyc02g079010.5	76.4622097338538	-0.107437714248259	0.511553201022865	-0.210022562723552	0.833650063237632	0.999076998952386
Solyc02g079020.4	516.854065182763	-0.0280305217888022	0.217250111670153	-0.129024199680783	0.897338500297511	0.999076998952386
Solyc02g079030.3	263.036251590845	0.268833079092289	0.184528203406913	1.45686715704629	0.145153053503861	0.823547496600453
Solyc02g079040.3	2705.66212101393	0.573439001080786	0.361147096937958	1.58782669428268	0.112325533427426	0.770262825321288
Solyc02g079050.3	165.37123193869	-0.0713668598571102	0.221351533037358	-0.322414120552151	0.747138988255873	0.999076998952386
Solyc02g079060.3	4015.00965547129	-0.0242673424005084	0.100169978094807	-0.242261632298055	0.808577441336691	0.999076998952386
Solyc02g079070.4	26.3256625038255	0.367520075348995	0.427516310211358	0.859663284348844	0.389974679331868	0.965891800653175
Solyc02g079080.2	0.053318661737665	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc02g079090.4	88.5671055240604	-0.216224965905105	0.292523937389675	-0.739170161028801	0.459803677409228	0.976499873031799
Solyc02g079100.3	1015.24518847222	0.0508380862761304	0.14134140578002	0.359682896852275	0.71908428355583	0.999076998952386
Solyc02g079110.3	243.749795630124	0.263414900617596	0.214519373530382	1.22793058865748	0.219473025580149	0.898341894160018
Solyc02g079120.1	0.789482952946627	-0.181747160185051	3.07543863453043	-0.0590963377205544	0.952875375621309	NA
Solyc02g079130.3	322.859303844164	-0.00570312395202484	0.22349430034162	-0.0255179838738947	0.979641804100769	0.99911743370685
Solyc02g079140.2	20.4129297033722	0.840169269925263	0.904133035430586	0.929254033423454	0.352757450930201	0.961661380847274
Solyc02g079150.2	6.47157711794854	-0.648707350107619	0.732598344012279	-0.885488419963922	0.375893262488675	0.965312101298947
Solyc02g079160.2	50.7022562402147	-0.287935430819089	0.509957938967217	-0.564625842284611	0.572328284132744	0.989301098030602
Solyc02g079170.3	795.539926443914	0.182123254693431	0.250322444103695	0.727554635963791	0.466886258600696	0.976609225535318
